EB_level,final_action_dates,visa_bulletin_date,visa_wait_time
2,2019-06-08,2023-01-01,3.567419575633128
1,2022-12-01,2022-12-01,0.0
2,2019-06-08,2022-12-01,3.482546201232033
3,2018-08-01,2022-12-01,4.334017796030117
4,2022-06-22,2022-12-01,0.44353182751540043
1,2022-11-01,2022-11-01,0.0
2,2019-06-08,2022-11-01,3.40041067761807
3,2018-06-15,2022-11-01,4.380561259411362
4,2022-11-01,2022-11-01,0.0
4,2022-10-01,2022-10-01,0.0
3,2018-06-15,2022-10-01,4.295687885010267
2,2019-06-08,2022-10-01,3.3155373032169746
1,2022-10-01,2022-10-01,0.0
1,2022-09-01,2022-09-01,0.0
2,2019-04-01,2022-09-01,3.4195756331279945
3,2018-04-22,2022-09-01,4.361396303901437
4,2022-09-01,2022-09-01,0.0
1,2022-08-01,2022-08-01,0.0
2,2019-04-01,2022-08-01,3.3347022587268995
3,2018-04-22,2022-08-01,4.276522929500342
4,2022-08-01,2022-08-01,0.0
4,2022-07-01,2022-07-01,0.0
3,2018-03-22,2022-07-01,4.276522929500342
1,2022-07-01,2022-07-01,0.0
2,2019-04-01,2022-07-01,3.249828884325804
1,2022-06-01,2022-06-01,0.0
2,2019-03-01,2022-06-01,3.252566735112936
3,2018-03-22,2022-06-01,4.1943874058863795
4,2022-06-01,2022-06-01,0.0
1,2022-05-01,2022-05-01,0.0
2,2019-03-01,2022-05-01,3.167693360711841
3,2018-03-22,2022-05-01,4.1095140314852845
4,2022-05-01,2022-05-01,0.0
4,2022-04-01,2022-04-01,0.0
1,2022-04-01,2022-04-01,0.0
2,2019-03-01,2022-04-01,3.0855578370978782
3,2018-03-22,2022-04-01,4.027378507871321
3,2018-03-22,2022-03-01,3.9425051334702257
4,2022-03-01,2022-03-01,0.0
1,2022-03-01,2022-03-01,0.0
2,2019-03-01,2022-03-01,3.0006844626967832
1,2022-02-01,2022-02-01,0.0
2,2019-03-01,2022-02-01,2.924024640657084
3,2018-03-22,2022-02-01,3.865845311430527
4,2022-02-01,2022-02-01,0.0
1,2022-01-01,2022-01-01,0.0
2,2019-01-22,2022-01-01,2.943189596167009
3,2018-03-22,2022-01-01,3.780971937029432
4,2022-01-01,2022-01-01,0.0
3,2018-03-22,2021-12-01,3.696098562628337
4,2021-12-01,2021-12-01,0.0
1,2021-12-01,2021-12-01,0.0
2,2019-01-01,2021-12-01,2.915811088295688
2,2018-11-15,2021-11-01,2.9623545516769334
3,2018-03-22,2021-11-01,3.6139630390143735
4,2021-11-01,2021-11-01,0.0
1,2021-11-01,2021-11-01,0.0
1,2021-10-01,2021-10-01,0.0
2,2018-07-01,2021-10-01,3.252566735112936
3,2019-01-08,2021-10-01,2.729637234770705
4,2021-10-01,2021-10-01,0.0
1,2021-09-01,2021-09-01,0.0
2,2018-07-01,2021-09-01,3.1704312114989732
3,2019-01-08,2021-09-01,2.647501711156742
4,2021-09-01,2021-09-01,0.0
3,2019-01-08,2021-08-01,2.5626283367556466
4,2021-08-01,2021-08-01,0.0
1,2021-08-01,2021-08-01,0.0
2,2018-04-01,2021-08-01,3.3347022587268995
1,2021-07-01,2021-07-01,0.0
2,2017-12-01,2021-07-01,3.5811088295687883
3,2019-01-01,2021-07-01,2.4969199178644765
4,2021-07-01,2021-07-01,0.0
1,2021-06-01,2021-06-01,0.0
2,2017-05-01,2021-06-01,4.084873374401095
3,2018-09-01,2021-06-01,2.74880219028063
4,2021-06-01,2021-06-01,0.0
3,2018-05-15,2021-05-01,2.9623545516769334
4,2021-05-01,2021-05-01,0.0
1,2021-05-01,2021-05-01,0.0
2,2016-12-01,2021-05-01,4.413415468856948
1,2021-04-01,2021-04-01,0.0
2,2016-09-01,2021-04-01,4.5804243668720055
3,2018-03-15,2021-04-01,3.047227926078029
4,2021-04-01,2021-04-01,0.0
1,2020-08-01,2021-03-01,0.5804243668720055
2,2016-07-15,2021-03-01,4.6269678302532515
3,2018-02-08,2021-03-01,3.058179329226557
4,2021-03-01,2021-03-01,0.0
4,2021-02-01,2021-02-01,0.0
3,2018-01-01,2021-02-01,3.0855578370978782
2,2016-06-15,2021-02-01,4.632443531827516
1,2020-01-01,2021-02-01,1.0869267624914443
1,2019-09-01,2021-01-01,1.3360711841204653
2,2016-06-01,2021-01-01,4.58590006844627
3,2017-12-15,2021-01-01,3.047227926078029
4,2021-01-01,2021-01-01,0.0
1,2019-04-01,2020-12-01,1.6700889801505818
2,2016-05-01,2020-12-01,4.58590006844627
3,2017-11-01,2020-12-01,3.082819986310746
4,2020-12-01,2020-12-01,0.0
4,2020-11-01,2020-11-01,0.0
3,2017-10-01,2020-11-01,3.0855578370978782
2,2016-04-22,2020-11-01,4.528405201916495
1,2018-12-01,2020-11-01,1.919233401779603
1,2018-06-01,2020-10-01,2.3353867214236823
4,2020-10-01,2020-10-01,0.0
2,2016-03-01,2020-10-01,4.58590006844627
3,2017-07-01,2020-10-01,3.252566735112936
1,2018-03-01,2020-09-01,2.5051334702258727
2,2016-01-15,2020-09-01,4.629705681040384
3,2017-02-15,2020-09-01,3.542778918548939
4,2020-09-01,2020-09-01,0.0
1,2018-02-08,2020-08-01,2.4777549623545516
2,2016-01-15,2020-08-01,4.544832306639288
3,2017-02-15,2020-08-01,3.457905544147844
4,2020-08-01,2020-08-01,0.0
4,2020-07-01,2020-07-01,0.0
3,2016-06-22,2020-07-01,4.024640657084189
2,2015-11-08,2020-07-01,4.646132785763176
1,2017-08-22,2020-07-01,2.858316221765914
1,2017-08-15,2020-06-01,2.7953456536618755
2,2015-11-01,2020-06-01,4.583162217659138
3,2016-06-15,2020-06-01,3.9616700889801506
4,2020-06-01,2020-06-01,0.0
1,2017-07-15,2020-05-01,2.7953456536618755
2,2015-10-01,2020-05-01,4.583162217659138
3,2016-05-15,2020-05-01,3.9616700889801506
4,2020-05-01,2020-05-01,0.0
4,2020-04-01,2020-04-01,0.0
3,2016-04-15,2020-04-01,3.9616700889801506
2,2015-09-01,2020-04-01,4.583162217659138
1,2017-06-08,2020-04-01,2.8145106091718
1,2017-06-01,2020-03-01,2.74880219028063
2,2015-08-15,2020-03-01,4.544832306639288
3,2016-03-22,2020-03-01,3.9425051334702257
4,2020-03-01,2020-03-01,0.0
1,2017-05-22,2020-02-01,2.6967830253251197
2,2015-07-15,2020-02-01,4.550308008213553
3,2016-01-01,2020-02-01,4.084873374401095
4,2020-02-01,2020-02-01,0.0
4,2020-01-01,2020-01-01,0.0
3,2015-12-01,2020-01-01,4.084873374401095
1,2017-05-22,2020-01-01,2.6119096509240247
2,2015-07-01,2020-01-01,4.503764544832307
1,2017-05-15,2019-12-01,2.546201232032854
2,2015-06-22,2019-12-01,4.4435318275154
3,2015-11-01,2019-12-01,4.082135523613963
4,2019-12-01,2019-12-01,0.0
1,2017-02-01,2019-11-01,2.746064339493498
2,2015-03-15,2019-11-01,4.632443531827516
3,2015-11-01,2019-11-01,4.0
4,2019-11-01,2019-11-01,0.0
3,2015-11-01,2019-10-01,3.915126625598905
4,2019-10-01,2019-10-01,0.0
2,2015-01-01,2019-10-01,4.747433264887063
1,2016-11-01,2019-10-01,2.9130732375085557
3,2014-01-01,2019-09-01,5.664613278576318
4,,2019-09-01,
1,2014-01-01,2019-09-01,5.664613278576318
2,2017-01-01,2019-09-01,2.6639288158795345
2,2017-01-01,2019-08-01,2.5790554414784395
3,2016-07-01,2019-08-01,3.082819986310746
4,2019-08-01,2019-08-01,0.0
1,2016-07-01,2019-08-01,3.082819986310746
1,2017-05-08,2019-07-01,2.1464750171115674
2,2016-11-01,2019-07-01,2.6611909650924024
3,2016-01-01,2019-07-01,3.4962354551676933
4,2019-07-01,2019-07-01,0.0
4,2019-06-01,2019-06-01,0.0
3,2015-09-15,2019-06-01,3.7097878165639973
2,2016-08-01,2019-06-01,2.830937713894593
1,2017-02-22,2019-06-01,2.269678302532512
1,2017-02-22,2019-05-01,2.184804928131417
2,2016-05-15,2019-05-01,2.9596167008898013
3,2015-08-22,2019-05-01,3.6906228610540723
4,2019-05-01,2019-05-01,0.0
1,2017-02-22,2019-04-01,2.102669404517454
2,2016-04-01,2019-04-01,2.9979466119096507
3,2015-08-01,2019-04-01,3.6659822039698837
4,2019-04-01,2019-04-01,0.0
3,2015-07-08,2019-03-01,3.646817248459959
4,2019-03-01,2019-03-01,0.0
2,2016-01-01,2019-03-01,3.162217659137577
1,2017-02-22,2019-03-01,2.0177960301163584
1,2017-02-08,2019-02-01,1.9794661190965093
2,2015-10-01,2019-02-01,3.3374401095140316
3,2015-07-01,2019-02-01,3.589322381930185
4,2019-02-01,2019-02-01,0.0
1,2016-12-15,2019-01-01,2.0451745379876796
2,2015-08-01,2019-01-01,3.4195756331279945
3,2015-06-08,2019-01-01,3.567419575633128
4,2019-01-01,2019-01-01,0.0
1,2016-09-01,2018-12-01,2.2477754962354553
2,2015-07-01,2018-12-01,3.4195756331279945
3,2015-06-08,2018-12-01,3.482546201232033
4,2018-12-01,2018-12-01,0.0
3,2015-06-01,2018-11-01,3.4195756331279945
4,2018-11-01,2018-11-01,0.0
1,2016-06-01,2018-11-01,2.4175222450376452
2,2015-05-15,2018-11-01,3.46611909650924
1,2016-06-01,2018-10-01,2.3326488706365502
2,2015-04-01,2018-10-01,3.5017111567419574
3,2015-06-01,2018-10-01,3.3347022587268995
4,2018-10-01,2018-10-01,0.0
1,2012-01-01,2018-09-01,6.666666666666667
2,2013-01-01,2018-09-01,5.664613278576318
3,2014-11-01,2018-09-01,3.8329911019849416
4,2018-09-01,2018-09-01,0.0
3,2014-07-01,2018-08-01,4.084873374401095
4,2018-08-01,2018-08-01,0.0
2,2015-03-01,2018-08-01,3.4195756331279945
1,2012-01-01,2018-08-01,6.581793292265571
1,2012-01-01,2018-07-01,6.496919917864476
4,2018-07-01,2018-07-01,0.0
2,2015-01-01,2018-07-01,3.4962354551676933
3,2013-01-01,2018-07-01,5.494866529774128
1,2012-01-01,2018-06-01,6.414784394250513
2,2014-09-01,2018-06-01,3.7481177275838466
3,2015-06-01,2018-06-01,3.0006844626967832
4,2018-06-01,2018-06-01,0.0
1,2012-01-01,2018-05-01,6.329911019849418
2,2014-09-01,2018-05-01,3.6632443531827517
3,2015-06-01,2018-05-01,2.915811088295688
4,2018-05-01,2018-05-01,0.0
4,2018-04-01,2018-04-01,0.0
3,2015-06-01,2018-04-01,2.833675564681725
2,2014-08-01,2018-04-01,3.6659822039698837
1,2012-01-01,2018-04-01,6.247775496235455
1,2018-03-01,2018-03-01,0.0
2,2013-12-08,2018-03-01,4.227241615331964
3,2014-11-15,2018-03-01,3.2908966461327855
4,2018-03-01,2018-03-01,0.0
1,2018-02-01,2018-02-01,0.0
2,2013-10-01,2018-02-01,4.336755646817249
3,2014-09-15,2018-02-01,3.381245722108145
4,2018-02-01,2018-02-01,0.0
2,2013-08-08,2018-01-01,4.399726214921286
4,2018-01-01,2018-01-01,0.0
3,2014-04-15,2018-01-01,3.7152635181382614
1,2018-01-01,2018-01-01,0.0
1,2017-12-01,2017-12-01,0.0
2,2013-07-01,2017-12-01,4.418891170431212
3,2014-03-08,2017-12-01,3.7344284736481863
4,2017-12-01,2017-12-01,0.0
1,2017-11-01,2017-11-01,0.0
2,2013-06-15,2017-11-01,4.380561259411362
3,2014-02-01,2017-11-01,3.7481177275838466
4,2017-11-01,2017-11-01,0.0
1,2017-10-01,2017-10-01,0.0
2,2013-05-22,2017-10-01,4.361396303901437
3,2014-01-01,2017-10-01,3.7481177275838466
4,2017-10-01,2017-10-01,0.0
3,2012-01-01,2017-09-01,5.66735112936345
4,2017-09-01,2017-09-01,0.0
1,2012-01-01,2017-09-01,5.66735112936345
2,2013-05-15,2017-09-01,4.298425735797399
1,2012-01-01,2017-08-01,5.582477754962355
2,2013-04-22,2017-08-01,4.276522929500342
3,2012-01-01,2017-08-01,5.582477754962355
4,2017-08-01,2017-08-01,0.0
1,2012-01-01,2017-07-01,5.49760438056126
2,2013-03-22,2017-07-01,4.276522929500342
3,2012-01-01,2017-07-01,5.49760438056126
4,2017-07-01,2017-07-01,0.0
4,2017-06-01,2017-06-01,0.0
3,2014-10-01,2017-06-01,2.6666666666666665
2,2013-03-01,2017-06-01,4.251882272416153
1,2012-01-01,2017-06-01,5.415468856947296
2,2013-02-08,2017-05-01,4.224503764544832
3,2014-10-01,2017-05-01,2.5817932922655715
4,2017-05-01,2017-05-01,0.0
1,2017-05-01,2017-05-01,0.0
1,2017-04-01,2017-04-01,0.0
2,2013-01-15,2017-04-01,4.20807665982204
3,2014-08-15,2017-04-01,2.628336755646817
4,2017-04-01,2017-04-01,0.0
1,2017-03-01,2017-03-01,0.0
2,2012-12-15,2017-03-01,4.20807665982204
3,2014-03-15,2017-03-01,2.9623545516769334
4,2017-03-01,2017-03-01,0.0
3,2013-10-01,2017-02-01,3.3374401095140316
4,2017-02-01,2017-02-01,0.0
1,2017-02-01,2017-02-01,0.0
2,2012-11-15,2017-02-01,4.213552361396304
1,2017-01-01,2017-01-01,0.0
2,2012-10-15,2017-01-01,4.213552361396304
3,2013-09-08,2017-01-01,3.3155373032169746
4,2017-01-01,2017-01-01,0.0
1,2016-12-01,2016-12-01,0.0
2,2012-09-22,2016-12-01,4.191649555099247
3,2013-07-01,2016-12-01,3.4195756331279945
4,2016-12-01,2016-12-01,0.0
4,2016-11-01,2016-11-01,0.0
3,2013-04-15,2016-11-01,3.5482546201232035
2,2012-07-15,2016-11-01,4.298425735797399
1,2016-11-01,2016-11-01,0.0
1,2016-10-01,2016-10-01,0.0
2,2012-02-15,2016-10-01,4.6269678302532515
3,2013-01-22,2016-10-01,3.6906228610540723
4,2016-10-01,2016-10-01,0.0
1,2010-01-01,2016-09-01,6.666666666666667
2,2010-01-01,2016-09-01,6.666666666666667
3,2010-01-01,2016-09-01,6.666666666666667
4,2016-09-01,2016-09-01,0.0
3,2010-01-01,2016-08-01,6.581793292265571
4,2016-08-01,2016-08-01,0.0
2,2010-01-01,2016-08-01,6.581793292265571
1,2010-01-01,2016-08-01,6.581793292265571
1,2016-07-01,2016-07-01,0.0
2,2010-01-01,2016-07-01,6.496919917864476
3,2010-01-01,2016-07-01,6.496919917864476
4,2016-07-01,2016-07-01,0.0
1,2016-06-01,2016-06-01,0.0
2,2010-01-01,2016-06-01,6.414784394250513
3,2010-01-01,2016-06-01,6.414784394250513
4,2016-06-01,2016-06-01,0.0
1,2016-05-01,2016-05-01,0.0
2,2012-09-01,2016-05-01,3.6632443531827517
3,2013-08-15,2016-05-01,2.7104722792607805
4,2016-05-01,2016-05-01,0.0
4,2016-04-01,2016-04-01,0.0
3,2013-08-15,2016-04-01,2.628336755646817
2,2012-09-01,2016-04-01,3.5811088295687883
1,2016-04-01,2016-04-01,0.0
1,2016-03-01,2016-03-01,0.0
4,2016-03-01,2016-03-01,0.0
2,2012-08-01,2016-03-01,3.5811088295687883
3,2013-06-01,2016-03-01,2.74880219028063
3,2012-10-01,2016-02-01,3.3347022587268995
4,2016-02-01,2016-02-01,0.0
1,2016-02-01,2016-02-01,0.0
2,2012-03-01,2016-02-01,3.920602327173169
1,2015-11-01,2015-11-01,0.0
2,2012-02-01,2015-11-01,3.7481177275838466
3,2012-01-01,2015-11-01,3.8329911019849416
4,2015-11-01,2015-11-01,0.0
1,2015-10-01,2015-10-01,0.0
2,2012-01-01,2015-10-01,3.7481177275838466
3,2011-10-15,2015-10-01,3.9616700889801506
4,2015-10-01,2015-10-01,0.0
4,2015-09-01,2015-09-01,0.0
3,2004-12-22,2015-09-01,10.691307323750856
2,2006-01-01,2015-09-01,9.664613278576317
1,2015-09-01,2015-09-01,0.0
1,2015-08-01,2015-08-01,0.0
2,2013-12-15,2015-08-01,1.626283367556468
3,2004-06-01,2015-08-01,11.16495550992471
4,2015-08-01,2015-08-01,0.0
1,2015-07-01,2015-07-01,0.0
2,2013-10-01,2015-07-01,1.7467488021902806
3,2011-09-01,2015-07-01,3.8302532511978096
4,2015-07-01,2015-07-01,0.0
4,2015-06-01,2015-06-01,0.0
3,2011-09-01,2015-06-01,3.7481177275838466
2,2013-06-01,2015-06-01,1.998631074606434
1,2015-06-01,2015-06-01,0.0
1,2015-05-01,2015-05-01,0.0
2,2012-06-01,2015-05-01,2.9130732375085557
3,2011-05-01,2015-05-01,4.0
4,2015-05-01,2015-05-01,0.0
1,2015-04-01,2015-04-01,0.0
2,2011-04-01,2015-04-01,4.0
3,2011-01-01,2015-04-01,4.246406570841889
4,2015-04-01,2015-04-01,0.0
4,2015-03-01,2015-03-01,0.0
3,2011-10-22,2015-03-01,3.356605065023956
1,2015-03-01,2015-03-01,0.0
2,2010-09-01,2015-03-01,4.4955509924709105
1,2015-02-01,2015-02-01,0.0
2,2010-03-15,2015-02-01,4.884325804243669
3,2011-09-01,2015-02-01,3.4195756331279945
4,2015-02-01,2015-02-01,0.0
1,2015-01-01,2015-01-01,0.0
2,2010-02-01,2015-01-01,4.914442162902122
3,2011-03-01,2015-01-01,3.838466803559206
4,2015-01-01,2015-01-01,0.0
3,2010-06-01,2014-12-01,4.501026694045175
4,2014-12-01,2014-12-01,0.0
2,2010-01-01,2014-12-01,4.914442162902122
1,2014-12-01,2014-12-01,0.0
3,2010-01-01,2014-11-01,4.832306639288158
4,2014-11-01,2014-11-01,0.0
1,2014-11-01,2014-11-01,0.0
2,2009-12-08,2014-11-01,4.898015058179329
3,2009-04-01,2014-10-01,5.500342231348392
4,2014-10-01,2014-10-01,0.0
1,2014-10-01,2014-10-01,0.0
2,2009-11-15,2014-10-01,4.876112251882272
2,2009-10-08,2014-09-01,4.898015058179329
3,2008-11-01,2014-09-01,5.831622176591376
4,2014-09-01,2014-09-01,0.0
1,2014-09-01,2014-09-01,0.0
4,2014-08-01,2014-08-01,0.0
3,2008-11-01,2014-08-01,5.746748802190281
2,2009-10-08,2014-08-01,4.813141683778234
1,2014-08-01,2014-08-01,0.0
2,2009-07-01,2014-07-01,4.999315537303217
3,2006-10-01,2014-07-01,7.748117727583847
4,2014-07-01,2014-07-01,0.0
1,2014-07-01,2014-07-01,0.0
1,2014-06-01,2014-06-01,0.0
2,2009-05-22,2014-06-01,5.026694045174538
3,2006-10-01,2014-06-01,7.665982203969883
4,2014-06-01,2014-06-01,0.0
4,2014-05-01,2014-05-01,0.0
3,2012-10-01,2014-05-01,1.5797399041752225
1,2014-05-01,2014-05-01,0.0
2,2009-04-15,2014-05-01,5.04312114989733
1,2014-04-01,2014-04-01,0.0
2,2009-03-08,2014-04-01,5.065023956194388
3,2012-10-01,2014-04-01,1.4976043805612593
4,2014-04-01,2014-04-01,0.0
1,2014-03-01,2014-03-01,0.0
2,2009-02-15,2014-03-01,5.037645448323066
3,2012-09-01,2014-03-01,1.4948665297741273
4,2014-03-01,2014-03-01,0.0
1,2014-02-01,2014-02-01,0.0
2,2009-01-08,2014-02-01,5.065023956194388
3,2012-06-01,2014-02-01,1.6700889801505818
4,2014-02-01,2014-02-01,0.0
3,2012-04-01,2014-01-01,1.7522245037645447
4,2014-01-01,2014-01-01,0.0
1,2014-01-01,2014-01-01,0.0
2,2008-12-08,2014-01-01,5.065023956194388
1,2013-12-01,2013-12-01,0.0
2,2008-11-08,2013-12-01,5.062286105407256
3,2011-10-01,2013-12-01,2.1683778234086244
4,2013-12-01,2013-12-01,0.0
1,2013-11-01,2013-11-01,0.0
2,2008-10-08,2013-11-01,5.065023956194388
3,2010-10-01,2013-11-01,3.0855578370978782
4,2013-11-01,2013-11-01,0.0
4,2013-10-01,2013-10-01,0.0
3,2010-07-01,2013-10-01,3.252566735112936
2,2008-09-15,2013-10-01,5.04312114989733
1,2013-10-01,2013-10-01,0.0
3,2010-07-01,2013-09-01,3.1704312114989732
4,2013-09-01,2013-09-01,0.0
1,2013-09-01,2013-09-01,0.0
2,2008-08-08,2013-09-01,5.065023956194388
1,2013-08-01,2013-08-01,0.0
2,2008-08-08,2013-08-01,4.980150581793292
3,2009-01-01,2013-08-01,4.5804243668720055
4,2013-08-01,2013-08-01,0.0
1,2013-07-01,2013-07-01,0.0
2,2008-08-08,2013-07-01,4.895277207392197
3,2009-01-01,2013-07-01,4.4955509924709105
4,2013-07-01,2013-07-01,0.0
4,2013-06-01,2013-06-01,0.0
3,2008-09-01,2013-06-01,4.747433264887063
2,2008-07-15,2013-06-01,4.878850102669404
1,2013-06-01,2013-06-01,0.0
1,2013-05-01,2013-05-01,0.0
2,2008-05-15,2013-05-01,4.960985626283367
3,2007-12-01,2013-05-01,5.415468856947296
4,2013-05-01,2013-05-01,0.0
1,2013-04-01,2013-04-01,0.0
2,2008-04-01,2013-04-01,4.999315537303217
3,2007-04-22,2013-04-01,5.943874058863792
4,2013-04-01,2013-04-01,0.0
4,2013-03-01,2013-03-01,0.0
3,2007-01-22,2013-03-01,6.105407255304586
1,2013-03-01,2013-03-01,0.0
2,2008-02-15,2013-03-01,5.040383299110198
1,2013-02-01,2013-02-01,0.0
2,2008-01-15,2013-02-01,5.048596851471594
3,2006-11-15,2013-02-01,6.2149212867898695
4,2013-02-01,2013-02-01,0.0
1,2013-01-01,2013-01-01,0.0
2,2007-12-08,2013-01-01,5.06776180698152
3,2006-09-22,2013-01-01,6.277891854893908
4,2013-01-01,2013-01-01,0.0
4,2012-12-01,2012-12-01,0.0
1,2012-12-01,2012-12-01,0.0
2,2007-10-22,2012-12-01,5.111567419575633
3,2006-07-01,2012-12-01,6.420260095824777
3,2006-04-15,2012-11-01,6.548939082819986
4,2012-11-01,2012-11-01,0.0
1,2012-11-01,2012-11-01,0.0
2,2007-09-01,2012-11-01,5.169062286105407
1,2012-09-01,2012-09-01,0.0
2,,2012-09-01,
3,2005-12-15,2012-09-01,6.713210130047912
4,2012-09-01,2012-09-01,0.0
1,2012-08-01,2012-08-01,0.0
2,,2012-08-01,
3,2005-11-08,2012-08-01,6.729637234770705
4,2012-08-01,2012-08-01,0.0
3,2005-09-22,2012-07-01,6.7734428473648185
4,2012-07-01,2012-07-01,0.0
1,2012-07-01,2012-07-01,0.0
2,,2012-07-01,
2,,2012-06-01,
3,2005-08-08,2012-06-01,6.8145106091718
4,2012-06-01,2012-06-01,0.0
1,2012-06-01,2012-06-01,0.0
1,2012-05-01,2012-05-01,0.0
